Indicator Category,Indicator,Year,Sex,Race,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,25.7,"Kansas City, MO","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",,,,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,27.2,"Kansas City, MO","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",,,,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,American Indian/Alaska Native,18.4,"Phoenix, AZ","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Final Year End Death Data,,"American Indian alone; *All races,except for white, contain Hispanic/Latino populations",,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,11.4,"Phoenix, AZ","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Final Year End Death Data,,"*All races,except for white, contain Hispanic/Latino populations",,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,24.7,"San Antonio, TX","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14","CDC, National Center for Health Statistics. Underlying Cause of Death 1999-2016 on CDC Wonder Online Database, released Dec 2017",,Bexar County level data,,,22.2,27.3
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,,"San Antonio, TX","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14","CDC, National Center for Health Statistics. Underlying Cause of Death 1999-2016 on CDC Wonder Online Database, released Dec 2017",,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.; Bexar County level data",,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,28.8,"Miami (Miami-Dade County), FL","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",,,,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,22.2,"Chicago, Il","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",,,,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,18.6,"Miami (Miami-Dade County), FL","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",,,,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,17.8,"Miami (Miami-Dade County), FL","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",,,,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,20.1,"Miami (Miami-Dade County), FL","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",,,,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,46.2,"Miami (Miami-Dade County), FL","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",,,,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,40,"Seattle, WA","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,,,,22,67.2
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,13.6,"Seattle, WA","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,Does not include Pacific Islanders as we report data separately for this group ,,,7,25.9
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,16.4,"Seattle, WA","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,,,,13.2,20.3
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,22.9,"Miami (Miami-Dade County), FL","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",,,,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,10.4,"Las Vegas (Clark County), NV","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Nevada Vital Records - Clark County Deaths,,,,,8.9,11.9
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,6.4,"Las Vegas (Clark County), NV","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Nevada Vital Records - Clark County Deaths,,,,,2,10.8
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,21.3,"Las Vegas (Clark County), NV","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Nevada Vital Records - Clark County Deaths,,,,,13.5,29
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,10.7,"Las Vegas (Clark County), NV","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Nevada Vital Records - Clark County Deaths,,,,,6.6,14.8
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,10,"Las Vegas (Clark County), NV","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Nevada Vital Records - Clark County Deaths,,,,,8.2,11.8
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,7.9,"Las Vegas (Clark County), NV","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Nevada Vital Records - Clark County Deaths,,,,,6.1,9.7
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,12.8,"Las Vegas (Clark County), NV","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Nevada Vital Records - Clark County Deaths,,,,,10.4,15.2
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,41.1,"San Antonio, TX","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14","CDC, National Center for Health Statistics. Underlying Cause of Death 1999-2016 on CDC Wonder Online Database, released Dec 2017",,Bexar County level data,,,29.1,56.5
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,35.2,"San Antonio, TX","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14","CDC, National Center for Health Statistics. Underlying Cause of Death 1999-2016 on CDC Wonder Online Database, released Dec 2017",,Bexar County level data,,,30.6,39.8
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Other,,"San Antonio, TX","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14","CDC, National Center for Health Statistics. Underlying Cause of Death 1999-2016 on CDC Wonder Online Database, released Dec 2017",,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.; Bexar County level data",,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,13.9,"San Antonio, TX","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14","CDC, National Center for Health Statistics. Underlying Cause of Death 1999-2016 on CDC Wonder Online Database, released Dec 2017",,Bexar County level data,,,11.2,17
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,20.3,"San Antonio, TX","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",,,Bexar County level data,,,17.3,23.4
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,30,"San Antonio, TX","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",,,Bexar County level data,,,25.7,34.3
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,16.5,"Los Angeles, CA","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14","Linked California DPH Death Statistical Master File for Los Angeles County residents, 2010-2012","Age-specific rates calculated using annual Los Angeles County population estimate created by LAC Internal Services Division, adjusted to year 2000 standard population. Includes records for which Los Angeles was recorded on the death certificate as the decedents city of residence.",,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,34.4,"Chicago, Il","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",,,,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,20.8,"Chicago, Il","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",,,,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,30.6,"Chicago, Il","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",,,,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,4.9,"Los Angeles, CA","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14","Linked California DPH Death Statistical Master File for Los Angeles County residents, 2010-2012","Age-specific rates calculated using annual Los Angeles County population estimate created by LAC Internal Services Division, adjusted to year 2000 standard population. Includes records for which Los Angeles was recorded on the death certificate as the decedents city of residence.",,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,22.9,"Los Angeles, CA","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14","Linked California DPH Death Statistical Master File for Los Angeles County residents, 2010-2012","Age-specific rates calculated using annual Los Angeles County population estimate created by LAC Internal Services Division, adjusted to year 2000 standard population. Includes records for which Los Angeles was recorded on the death certificate as the decedents city of residence.",,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,37.6,"Los Angeles, CA","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14","Linked California DPH Death Statistical Master File for Los Angeles County residents, 2010-2012","Age-specific rates calculated using annual Los Angeles County population estimate created by LAC Internal Services Division, adjusted to year 2000 standard population. Includes records for which Los Angeles was recorded on the death certificate as the decedents city of residence.",,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,12.3,"Los Angeles, CA","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14","Linked California DPH Death Statistical Master File for Los Angeles County residents, 2010-2012","Age-specific rates calculated using annual Los Angeles County population estimate created by LAC Internal Services Division, adjusted to year 2000 standard population. Includes records for which Los Angeles was recorded on the death certificate as the decedents city of residence.",Does not include Pacific Islander,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,14.2,"Los Angeles, CA","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14","Linked California DPH Death Statistical Master File for Los Angeles County residents, 2010-2012","Age-specific rates calculated using annual Los Angeles County population estimate created by LAC Internal Services Division, adjusted to year 2000 standard population. Includes records for which Los Angeles was recorded on the death certificate as the decedents city of residence.",,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,12.9,"San Francisco, CA","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",,,"Value is reported for a multi-year period, 2010-2012",,,10.9,15.1
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,29.9,"Phoenix, AZ","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Final Year End Death Data,,"*All races,except for white, contain Hispanic/Latino populations",,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,27,"Phoenix, AZ","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Final Year End Death Data,,"*All races,except for white, contain Hispanic/Latino populations",,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,16.8,"Phoenix, AZ","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Final Year End Death Data,,"*All races,except for white, contain Hispanic/Latino populations",,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,15.7,"Phoenix, AZ","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Final Year End Death Data,,"*All races,except for white, contain Hispanic/Latino populations",,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,24.6,"Oakland (Alameda County), CA","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Alameda County vital statistics files,Using 2010 mid-year population estimates,,,,17.5,33.7
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,21.6,"Oakland (Alameda County), CA","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Alameda County vital statistics files,Using 2010 mid-year population estimates,,,,15.9,28.6
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,11.3,"Oakland (Alameda County), CA","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Alameda County vital statistics files,Using 2010 mid-year population estimates,,,,6,19.3
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,26.4,"Washington, DC","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",,,,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,23.7,"Washington, DC","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",,,,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,7.4,"Washington, DC","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",,,,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,19.7,"Washington, DC","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",,,,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Other,,"Oakland (Alameda County), CA","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Alameda County vital statistics files,"Using 2010 mid-year population estimates; 'Other' includes all other races including American Indian/Alaskan Native, multirace, and other races)","Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator. Here, the indicator is suppressed due to less than 10 deaths.",,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,,"Oakland (Alameda County), CA","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Alameda County vital statistics files,Using 2010 mid-year population estimates,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator. Here, the indicator is suppressed due to less than 10 deaths.",,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,40,"Oakland (Alameda County), CA","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Alameda County vital statistics files,Using 2010 mid-year population estimates,,,,29.6,52.9
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,16.4,"Oakland (Alameda County), CA","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Alameda County vital statistics files,Using 2010 mid-year population estimates,,,,9.4,26.7
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,23,"Oakland (Alameda County), CA","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Alameda County vital statistics files,Using 2010 mid-year population estimates,,,,18.4,28.4
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,18.4,"Denver, CO","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,6.8,"Denver, CO","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,41.6,"Denver, CO","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,28.6,"Denver, CO","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Other,11.2,"Denver, CO","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,13,"Denver, CO","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,14.6,"Denver, CO","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,23,"Denver, CO","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,,"Columbus, OH","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14","Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census 2010 Decenial Census.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator. Suppressed due to total count <20.; Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235).",,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,25.9,"Columbus, OH","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14","Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census 2010 Decenial Census.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235).",,,21.5,30.4
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,12.9,"Boston, MA","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016).",,,,,,
Chronic Disease,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,,"Boston, MA","Diabetes mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: E10-E14","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016).",,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator. Suppressed due to total count <5",,,,
