Indicator Category,Indicator,Year,Sex,Race,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,172.3,"Kansas City, MO","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",,,,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,160.7,"Kansas City, MO","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",,,,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,144.5,"Kansas City, MO","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",,,,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,206.8,"Kansas City, MO","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",,,,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,275.8,"Chicago, Il","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",,,,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,116.6,"Chicago, Il","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",,,,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,213.2,"Chicago, Il","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",,,,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,167.1,"Chicago, Il","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",,,,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,277.2,"Chicago, Il","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",,,,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,168.9,"Seattle, WA","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,,,,152.7,186.5
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,99.2,"Seattle, WA","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,,,,89.4,110.2
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,190.3,"Las Vegas (Clark County), NV","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",Nevada Vital Records - Clark County Deaths,,,,,183.7,196.9
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,108.2,"Las Vegas (Clark County), NV","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",Nevada Vital Records - Clark County Deaths,,,,,91.1,125.3
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,245.6,"Las Vegas (Clark County), NV","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",Nevada Vital Records - Clark County Deaths,,,,,220.1,271.1
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,119.3,"Las Vegas (Clark County), NV","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",Nevada Vital Records - Clark County Deaths,,,,,103.9,134.8
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Other,39.6,"Las Vegas (Clark County), NV","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",Nevada Vital Records - Clark County Deaths,,,,,16.2,63
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,208.3,"Las Vegas (Clark County), NV","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",Nevada Vital Records - Clark County Deaths,,,,,200.1,216.6
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,141.2,"Las Vegas (Clark County), NV","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",Nevada Vital Records - Clark County Deaths,,,,,133.4,149
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,246,"Las Vegas (Clark County), NV","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",Nevada Vital Records - Clark County Deaths,,,,,235.1,257
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,127.7,"Seattle, WA","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,,,,117.5,139
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Other,70.5,"Seattle, WA","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,Includes multi-race,,,20.2,192.2
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,150.9,"Seattle, WA","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,,,,86.4,247.5
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,199.8,"Seattle, WA","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,,,,158.7,249.1
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,86.3,"Seattle, WA","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,Does not include Pacific Islanders as we report data separately for this group ,,,68.3,109.1
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,145.1,"Denver, CO","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,90,"Denver, CO","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,199.8,"Denver, CO","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,149,"Denver, CO","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Other,132.9,"Denver, CO","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,96.2,"Phoenix, AZ","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",Final Year End Death Data,,"*All races,except for white, contain Hispanic/Latino populations",,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,93.8,"Phoenix, AZ","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",Final Year End Death Data,,"*All races,except for white, contain Hispanic/Latino populations",,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,170.5,"Phoenix, AZ","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",Final Year End Death Data,,"*All races,except for white, contain Hispanic/Latino populations",,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,98.1,"Phoenix, AZ","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",Final Year End Death Data,,"*All races,except for white, contain Hispanic/Latino populations",,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,136.4,"Denver, CO","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,114.8,"Denver, CO","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,181.7,"Denver, CO","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,39,"Phoenix, AZ","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",Final Year End Death Data,,"*All races,except for white, contain Hispanic/Latino populations",,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,American Indian/Alaska Native,42.1,"Phoenix, AZ","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",Final Year End Death Data,,"American Indian alone; *All races,except for white, contain Hispanic/Latino populations",,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,95.5,"Phoenix, AZ","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",Final Year End Death Data,,"*All races,except for white, contain Hispanic/Latino populations",,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,106,"Los Angeles, CA","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51","Linked California DPH Death Statistical Master File for Los Angeles County residents, 2010-2012","Age-specific rates calculated using annual Los Angeles County population estimate created by LAC Internal Services Division, adjusted to year 2000 standard population. Includes records for which Los Angeles was recorded on the death certificate as the decedents city of residence.",,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,87,"Los Angeles, CA","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51","Linked California DPH Death Statistical Master File for Los Angeles County residents, 2010-2012","Age-specific rates calculated using annual Los Angeles County population estimate created by LAC Internal Services Division, adjusted to year 2000 standard population. Includes records for which Los Angeles was recorded on the death certificate as the decedents city of residence.",Does not include Pacific Islander,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,291.3,"Los Angeles, CA","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51","Linked California DPH Death Statistical Master File for Los Angeles County residents, 2010-2012","Age-specific rates calculated using annual Los Angeles County population estimate created by LAC Internal Services Division, adjusted to year 2000 standard population. Includes records for which Los Angeles was recorded on the death certificate as the decedents city of residence.",,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,102.4,"Los Angeles, CA","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51","Linked California DPH Death Statistical Master File for Los Angeles County residents, 2010-2012","Age-specific rates calculated using annual Los Angeles County population estimate created by LAC Internal Services Division, adjusted to year 2000 standard population. Includes records for which Los Angeles was recorded on the death certificate as the decedents city of residence.",,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,69.4,"Los Angeles, CA","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51","Linked California DPH Death Statistical Master File for Los Angeles County residents, 2010-2012","Age-specific rates calculated using annual Los Angeles County population estimate created by LAC Internal Services Division, adjusted to year 2000 standard population. Includes records for which Los Angeles was recorded on the death certificate as the decedents city of residence.",,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,82.5,"Los Angeles, CA","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51","Linked California DPH Death Statistical Master File for Los Angeles County residents, 2010-2012","Age-specific rates calculated using annual Los Angeles County population estimate created by LAC Internal Services Division, adjusted to year 2000 standard population. Includes records for which Los Angeles was recorded on the death certificate as the decedents city of residence.",,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,135.6,"Los Angeles, CA","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51","Linked California DPH Death Statistical Master File for Los Angeles County residents, 2010-2012","Age-specific rates calculated using annual Los Angeles County population estimate created by LAC Internal Services Division, adjusted to year 2000 standard population. Includes records for which Los Angeles was recorded on the death certificate as the decedents city of residence.",,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,133.6,"Miami (Miami-Dade County), FL","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",,,,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,221.1,"Miami (Miami-Dade County), FL","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",,,,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,51.5,"Boston, MA","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016).",,,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,171.2,"Miami (Miami-Dade County), FL","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",,,,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,208.7,"Miami (Miami-Dade County), FL","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",,,,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,157.6,"Miami (Miami-Dade County), FL","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",,,,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,185.4,"Miami (Miami-Dade County), FL","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51",,,,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,158.8,"Boston, MA","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016).",,,,,,
Chronic Disease,"Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,76.9,"Boston, MA","Heart disease related mortality rate per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 codes: I00-I109, I11, I13, I20-I51","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016).",,,,,,
