Indicator Category,Indicator,Year,Sex,Race,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,16,"Chicago, Il","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",,,,,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,18.7,"Chicago, Il","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",,,,,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,26.5,"Las Vegas (Clark County), NV","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",Nevada Vital Records - Clark County Deaths,,,,,22.7,30.3
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,16.9,"Las Vegas (Clark County), NV","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",Nevada Vital Records - Clark County Deaths,,,,,14.2,19.6
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,22.7,"Las Vegas (Clark County), NV","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",Nevada Vital Records - Clark County Deaths,,,,,19.9,25.5
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,19.4,"Boston, MA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016).",,,,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,14.2,"Cleveland, OH","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",Cleveland Department of Public Health Office of Vital Statistics,,,,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,12.7,"Indianapolis (Marion County), IN","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J10-J18",MCPHD Death Certificate data,,,,,10.4,15.4
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,16.9,"Houston, TX","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18","Texas Department of State Health Services, Center for Health Statistics, 2015. Available at http://soupfin.tdh.state.tx.us/death10.htm.  Accessed May 10, 2015.",,"Harris County data, not just Houston",,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,11.9,"Houston, TX","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18","Texas Department of State Health Services, Center for Health Statistics, 2015. Available at http://soupfin.tdh.state.tx.us/death10.htm.  Accessed May 10, 2015.",,"Harris County data, not just Houston",,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,14.2,"Houston, TX","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18","Texas Department of State Health Services, Center for Health Statistics, 2015. Available at http://soupfin.tdh.state.tx.us/death10.htm.  Accessed May 10, 2015.",,"Harris County data, not just Houston",,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,10.3,"Houston, TX","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18","Texas Department of State Health Services, Center for Health Statistics, 2015. Available at http://soupfin.tdh.state.tx.us/death10.htm.  Accessed May 10, 2015.",,"Harris County data, not just Houston",,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,17.6,"Houston, TX","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18","Texas Department of State Health Services, Center for Health Statistics, 2015. Available at http://soupfin.tdh.state.tx.us/death10.htm.  Accessed May 10, 2015.",,"Harris County data, not just Houston",,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,13.9,"Houston, TX","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18","Texas Department of State Health Services, Center for Health Statistics, 2015. Available at http://soupfin.tdh.state.tx.us/death10.htm.  Accessed May 10, 2015.",,"Harris County data, not just Houston",,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,9.2,"San Diego County, CA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18","California Department of Public Health, Center for Health Statistics, Office of Health Information and Research, Death Statistical Master Files; SANDAG January 1 population estimates (2001-2013 estimate released January 2014)",Data includes 2010-2012. Population used for rate is from SANDAG (not ACS). Adjusted rates are adjusted to 2000 U.S. Standard Population.,ICD-10 codes J10-J18; (2010 includes ICD-10 code J09) as underlying cause of death,,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,12.1,"Cleveland, OH","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",Cleveland Department of Public Health Office of Vital Statistics,,,,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,9.5,"San Diego County, CA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18","California Department of Public Health, Center for Health Statistics, Office of Health Information and Research, Death Statistical Master Files; SANDAG January 1 population estimates (2001-2013 estimate released January 2014)",Data includes 2010-2012. Population used for rate is from SANDAG (not ACS). Adjusted rates are adjusted to 2000 U.S. Standard Population.,ICD-10 codes J10-J18; (2010 includes ICD-10 code J09) as underlying cause of death,,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,9.4,"San Diego County, CA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18","California Department of Public Health, Center for Health Statistics, Office of Health Information and Research, Death Statistical Master Files; SANDAG January 1 population estimates (2001-2013 estimate released January 2014)",Data includes 2010-2012. Population used for rate is from SANDAG (not ACS). Adjusted rates are adjusted to 2000 U.S. Standard Population.,ICD-10 codes J10-J18; (2010 includes ICD-10 code J09) as underlying cause of death,,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,7.4,"San Diego County, CA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18","California Department of Public Health, Center for Health Statistics, Office of Health Information and Research, Death Statistical Master Files; SANDAG January 1 population estimates (2001-2013 estimate released January 2014)",Data includes 2010-2012. Population used for rate is from SANDAG (not ACS). Adjusted rates are adjusted to 2000 U.S. Standard Population.,ICD-10 codes J10-J18; (2010 includes ICD-10 code J09) as underlying cause of death,,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,11.8,"San Diego County, CA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18","California Department of Public Health, Center for Health Statistics, Office of Health Information and Research, Death Statistical Master Files; SANDAG January 1 population estimates (2001-2013 estimate released January 2014)",Data includes 2010-2012. Population used for rate is from SANDAG (not ACS). Adjusted rates are adjusted to 2000 U.S. Standard Population.,ICD-10 codes J10-J18; (2010 includes ICD-10 code J09) as underlying cause of death,,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,19.5,"Boston, MA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016).",,,,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Other,,"Boston, MA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016).",,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator. Suppressed due to total count <5",,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,,"Boston, MA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016).",,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator. Suppressed due to total count <5",,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,18,"Fort Worth (Tarrant County), TX","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",,,Tarrant County (not just Fort Worth),,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,8,"Seattle, WA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,,,,5.7,11.5
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Other,,"Seattle, WA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,"Includes multi-race; Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator. Suppressed here to protect confidentiality.",,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,,"Seattle, WA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator. Suppressed here to protect confidentiality.",,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,,"Seattle, WA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator. Suppressed here to protect confidentiality.",,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,7.8,"Seattle, WA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,Does not include Pacific Islanders as we report data separately for this group. ,,,3.1,18.6
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,8.2,"Seattle, WA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,,,,6.1,11
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,10,"Fort Worth (Tarrant County), TX","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",,,Tarrant County (not just Fort Worth),,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,13.2,"Fort Worth (Tarrant County), TX","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",,,Tarrant County (not just Fort Worth),,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,12.9,"Fort Worth (Tarrant County), TX","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",,,Tarrant County (not just Fort Worth),,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,13.7,"Cleveland, OH","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",Cleveland Department of Public Health Office of Vital Statistics,,,,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,20.1,"San Francisco, CA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",,,"Value is reported for a multi-year period, 2010-2012",,,17.6,22.9
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,10.9,"San Francisco, CA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",,,"Value is reported for a multi-year period, 2010-2012",,,9.4,12.6
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,14.3,"San Francisco, CA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",,,"Value is reported for a multi-year period, 2010-2012",,,12.3,16.7
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,15.4,"San Francisco, CA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",,,"Value is reported for a multi-year period, 2010-2012",,,10.3,22.1
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,16.1,"San Francisco, CA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",,,"Value is reported for a multi-year period, 2010-2012",,,13.9,18.7
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,14.7,"San Francisco, CA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",,,"Value is reported for a multi-year period, 2010-2012",,,13.3,16.2
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,,"Boston, MA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016).",,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed due to total count <20.",,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,,"Boston, MA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016).",,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed due to total count <20.",,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,8.7,"Miami (Miami-Dade County), FL","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",,,,,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,34.7,"Los Angeles, CA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18","Linked California DPH Death Statistical Master File for Los Angeles County residents, 2010-2012","Age-specific rates calculated using annual Los Angeles County population estimate created by LAC Internal Services Division, adjusted to year 2000 standard population. Includes records for which Los Angeles was recorded on the death certificate as the decedents city of residence.",,,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,,"Oakland (Alameda County), CA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",Alameda County vital statistics files,Using 2010 mid-year population estimates,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator. Here, the indicator is suppressed due to less than 10 deaths.",,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,21.8,"Oakland (Alameda County), CA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",Alameda County vital statistics files,Using 2010 mid-year population estimates,,,,13.5,33.3
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,16.4,"Oakland (Alameda County), CA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",Alameda County vital statistics files,Using 2010 mid-year population estimates,,,,12.6,20.8
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,16.9,"Oakland (Alameda County), CA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",Alameda County vital statistics files,Using 2010 mid-year population estimates,,,,10.3,26.1
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Other,6.8,"Las Vegas (Clark County), NV","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",Nevada Vital Records - Clark County Deaths,,,,,0,16.3
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,14,"Las Vegas (Clark County), NV","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",Nevada Vital Records - Clark County Deaths,,,,,8.9,19.1
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,15.1,"Boston, MA","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016).",,,,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,13.7,"Cleveland, OH","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",Cleveland Department of Public Health Office of Vital Statistics,,,,,,
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,27.3,"Las Vegas (Clark County), NV","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",Nevada Vital Records - Clark County Deaths,,,,,18,36.6
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,13.9,"Las Vegas (Clark County), NV","Pneumonia and influenza deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population.  ICD-10 codes: J09-J18",Nevada Vital Records - Clark County Deaths,,,,,7.3,20.5
