Indicator Category,Indicator,Year,Sex,Race,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,17.7,"Houston, TX","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0","Texas Department of State Health Services, Center for Health Statistics, 2015. Available at http://soupfin.tdh.state.tx.us/death10.htm.  Accessed May 10, 2015.",,"Harris County data, not just Houston",,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,5,"Houston, TX","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0","Texas Department of State Health Services, Center for Health Statistics, 2015. Available at http://soupfin.tdh.state.tx.us/death10.htm.  Accessed May 10, 2015.",,"Harris County data, not just Houston",,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,19.1,"Houston, TX","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0","Texas Department of State Health Services, Center for Health Statistics, 2015. Available at http://soupfin.tdh.state.tx.us/death10.htm.  Accessed May 10, 2015.",,"Harris County data, not just Houston",,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Other,8.9,"Houston, TX","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0","Texas Department of State Health Services, Center for Health Statistics, 2015. Available at http://soupfin.tdh.state.tx.us/death10.htm.  Accessed May 10, 2015.",,"Harris County data, not just Houston",,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,5,"Houston, TX","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0","Texas Department of State Health Services, Center for Health Statistics, 2015. Available at http://soupfin.tdh.state.tx.us/death10.htm.  Accessed May 10, 2015.",,"Harris County data, not just Houston",,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,5.8,"Houston, TX","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0","Texas Department of State Health Services, Center for Health Statistics, 2015. Available at http://soupfin.tdh.state.tx.us/death10.htm.  Accessed May 10, 2015.",,"Harris County data, not just Houston",,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,17.9,"Fort Worth (Tarrant County), TX","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",Texas Department of State Health Services,,Tarrant County (not just Fort Worth),,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,4,"Fort Worth (Tarrant County), TX","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",Texas Department of State Health Services,,Tarrant County (not just Fort Worth),,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,14.1,"Fort Worth (Tarrant County), TX","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",Texas Department of State Health Services,,Tarrant County (not just Fort Worth),,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,10.5,"Fort Worth (Tarrant County), TX","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",Texas Department of State Health Services,,Tarrant County (not just Fort Worth),,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,25.2,"Denver, CO","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,7.5,"Denver, CO","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,20.3,"Denver, CO","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,15,"Denver, CO","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,16.2,"Denver, CO","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,5,"Denver, CO","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,11.6,"Boston, MA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016)",,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,2.8,"Boston, MA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016)",,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,13.2,"Boston, MA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016)",,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,11.6,"Washington, DC","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,2.8,"Washington, DC","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,9,"Washington, DC","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,2.4,"Washington, DC","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,6.6,"Washington, DC","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,6.8,"Washington, DC","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,17.1,"Seattle, WA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,,,,12.8,22.6
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,11.1,"Seattle, WA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,,,,8.7,14.2
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,9.2,"San Francisco, CA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",,,"Value is reported for a multi-year period, 2010-2012",,,5.1,15.6
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,5.7,"San Francisco, CA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",,,"Value is reported for a multi-year period, 2010-2012",,,4.3,7.7
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,9.9,"San Francisco, CA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",,,"Value is reported for a multi-year period, 2010-2012",,,8.7,11.2
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,13.1,"San Francisco, CA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",,,"Value is reported for a multi-year period, 2010-2012",,,11,15.8
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,7.3,"San Francisco, CA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",,,"Value is reported for a multi-year period, 2010-2012",,,4.7,11
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,14.9,"San Francisco, CA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",,,"Value is reported for a multi-year period, 2010-2012",,,12.8,17.3
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,4.7,"San Francisco, CA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",,,"Value is reported for a multi-year period, 2010-2012",,,3.6,6.1
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,17.9,"San Diego County, CA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0","California Department of Public Health, Center for Health Statistics, Office of Health Information and Research, Death Statistical Master Files; SANDAG January 1 population estimates (2001-2013 estimate released Jan 2014)",Data includes 2010-2012. Population used for rate is from SANDAG (not ACS). Adjusted rates are adjusted to 2000 U.S. Standard Population.Includes ICD 10 codes U03 as well.,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,4.7,"San Diego County, CA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0","California Department of Public Health, Center for Health Statistics, Office of Health Information and Research, Death Statistical Master Files; SANDAG January 1 population estimates (2001-2013 estimate released Jan 2014)",Data includes 2010-2012. Population used for rate is from SANDAG (not ACS). Adjusted rates are adjusted to 2000 U.S. Standard Population.Includes ICD 10 codes U03 as well.,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,15.1,"San Diego County, CA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,5,"San Diego County, CA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0","California Department of Public Health, Center for Health Statistics, Office of Health Information and Research, Death Statistical Master Files; SANDAG January 1 population estimates (2001-2013 estimate released Jan 2014)",Data includes 2010-2012. Population used for rate is from SANDAG (not ACS). Adjusted rates are adjusted to 2000 U.S. Standard Population.Includes ICD 10 codes U03 as well.,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,5.8,"San Diego County, CA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0","California Department of Public Health, Center for Health Statistics, Office of Health Information and Research, Death Statistical Master Files; SANDAG January 1 population estimates (2001-2013 estimate released Jan 2014)",Data includes 2010-2012. Population used for rate is from SANDAG (not ACS). Adjusted rates are adjusted to 2000 U.S. Standard Population.Includes ICD 10 codes U03 as well.,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,11,"San Diego County, CA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0","California Department of Public Health, Center for Health Statistics, Office of Health Information and Research, Death Statistical Master Files; SANDAG January 1 population estimates (2001-2013 estimate released Jan 2014)",Data includes 2010-2012. Population used for rate is from SANDAG (not ACS). Adjusted rates are adjusted to 2000 U.S. Standard Population.Includes ICD 10 codes U03 as well.,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,16.7,"San Antonio, TX","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",CDC Wonder,,Bexar County level data,,,13.7,19.6
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,6,"San Antonio, TX","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",CDC Wonder,,Bexar County level data,,,4.5,7.9
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Other,,"San Antonio, TX","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",CDC Wonder,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.; Bexar County level data",,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,7.1,"San Antonio, TX","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",CDC Wonder,,Bexar County level data,,,5.4,9.1
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,,"San Antonio, TX","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",CDC Wonder,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.; Bexar County level data",,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,,"San Antonio, TX","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",CDC Wonder,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.; Bexar County level data",,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,17.2,"San Antonio, TX","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",CDC Wonder,,Bexar County level data,,,13.7,20.6
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,15.7,"Philadelphia, PA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, X87.0",PA Eddie,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,7.5,"Philadelphia, PA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, X87.0",PA Eddie,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,9.9,"Philadelphia, PA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, X87.0",PA Eddie,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,5.1,"Philadelphia, PA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, X87.0",PA Eddie,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,3,"Philadelphia, PA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, X87.0",PA Eddie,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,9.4,"Philadelphia, PA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, X87.0",PA Eddie,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,13.4,"Oakland (Alameda County), CA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",Alameda County vital statistics files,Using 2010 mid-year population estimates,,,,8.6,20
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,6.3,"Chicago, Il","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,3.9,"Chicago, Il","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,3.5,"Chicago, Il","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,4.1,"Chicago, Il","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,,"Oakland (Alameda County), CA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",Alameda County vital statistics files,Using 2010 mid-year population estimates,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator. Here, the indicator is suppressed due to less than 10 deaths.",,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,9.6,"Cleveland, OH","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",Cuyahoga County Medical Examiner's Annual Report,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,4.3,"Cleveland, OH","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",Cuyahoga County Medical Examiner's Annual Report,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,7.6,"Cleveland, OH","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",Cuyahoga County Medical Examiner's Annual Report,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,18.9,"Cleveland, OH","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",Cuyahoga County Medical Examiner's Annual Report,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,3.9,"Cleveland, OH","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",Cuyahoga County Medical Examiner's Annual Report,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,15.8,"Cleveland, OH","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",Cuyahoga County Medical Examiner's Annual Report,,,,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,5.3,"Seattle, WA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,,,,3.1,9.1
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,12.8,"Seattle, WA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,,,,9.7,17.1
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Other,,"Seattle, WA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,"Includes multi-race; Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator. Suppressed here to protect confidentiality.",,,,
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,13.3,"Seattle, WA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,,,,4.7,31
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,5.5,"Seattle, WA","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,Does not include Pacific Islanders as we report data separately for this group. ,,,1.8,15.6
Injury/Violence,"Suicide Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,10.3,"Chicago, Il","Suicides per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X60-X84, Y87.0",,,,,,,
