Indicator Category,Indicator,Year,Sex,Race,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2014,Both,All,80.8,"Boston, MA",Life expectancy at birth,"Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016)",,,,,,
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2015,Female,All,82.8,"Boston, MA",Life expectancy at birth,"Boston Resident Deaths, Massachusetts Department of Public Health (data as of December 2016)",Chiang (II) Life Expectancy Methodology,,,,,
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2015,Both,White,79.5,"Boston, MA",Life expectancy at birth,"Boston Resident Deaths, Massachusetts Department of Public Health (data as of December 2016)",Chiang (II) Life Expectancy Methodology,,,,,
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2015,Both,Hispanic,83.3,"Boston, MA",Life expectancy at birth,"Boston Resident Deaths, Massachusetts Department of Public Health (data as of December 2016)",Chiang (II) Life Expectancy Methodology,,,,,
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2015,Both,Black,77.6,"Boston, MA",Life expectancy at birth,"Boston Resident Deaths, Massachusetts Department of Public Health (data as of December 2016)",Chiang (II) Life Expectancy Methodology,,,,,
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2015,Both,Asian/PI,86.9,"Boston, MA",Life expectancy at birth,"Boston Resident Deaths, Massachusetts Department of Public Health (data as of December 2016)",Chiang (II) Life Expectancy Methodology,,,,,
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2015,Both,All,80,"Boston, MA",Life expectancy at birth,"Boston Resident Deaths, Massachusetts Department of Public Health (data as of December 2016)",Chiang (II) Life Expectancy Methodology,,,,,
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2015,Male,All,77,"Boston, MA",Life expectancy at birth,"Boston Resident Deaths, Massachusetts Department of Public Health (data as of December 2016)",Chiang (II) Life Expectancy Methodology,,,,,
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2012,Both,All,78,"Chicago, Il",Life expectancy at birth,VCU Center on Society and Health (www.societyhealth.vcu.edu/maps),,Computed with range of years - 2003 to 2012,,,,
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2010,Both,All,73.6,"Cleveland, OH",Life expectancy at birth,,,,,,,
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2010,Both,Asian/PI,88.4,"Cleveland, OH",Life expectancy at birth,,,,,,,
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2010,Both,Black,72.8,"Cleveland, OH",Life expectancy at birth,,,,,,,
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2010,Both,Hispanic,82.5,"Cleveland, OH",Life expectancy at birth,,,,,,,
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2010,Both,White,73.4,"Cleveland, OH",Life expectancy at birth,,,,,,,
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2010,Female,All,76.7,"Cleveland, OH",Life expectancy at birth,,,,,,,
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2010,Male,All,70.4,"Cleveland, OH",Life expectancy at birth,,,,,,,
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2012,Both,All,75.1,"Columbus, OH",Life expectancy at birth,"Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census, American Community Survey, 5-year estimates, 2010, 2011, 2012, 2013, 2014, and 2015.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Computed with range of years - 2010 to 2012.; Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235)",,,75.1,75.2
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2012,Both,Asian/PI,,"Columbus, OH",Life expectancy at birth,"Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census, American Community Survey, 5-year estimates, 2010, 2011, 2012, 2013, 2014, and 2015.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed due to total count <20.; Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235).; Computed with range of years - 2010 to 2012.",,,,
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2012,Both,Black,73.7,"Columbus, OH",Life expectancy at birth,"Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census, American Community Survey, 5-year estimates, 2010, 2011, 2012, 2013, 2014, and 2015.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Computed with range of years - 2010 to 2012.; Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235)",,,73.6,73.8
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2012,Both,Hispanic,,"Columbus, OH",Life expectancy at birth,"Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census, American Community Survey, 5-year estimates, 2010, 2011, 2012, 2013, 2014, and 2015.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed due to total count <20.; Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235).; Computed with range of years - 2010 to 2012.",,,,
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2012,Both,Other,,"Columbus, OH",Life expectancy at birth,"Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census, American Community Survey, 5-year estimates, 2010, 2011, 2012, 2013, 2014, and 2015.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed due to total count <20.; Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235).; Computed with range of years - 2010 to 2012.",,,,
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2012,Both,White,75.2,"Columbus, OH",Life expectancy at birth,"Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census, American Community Survey, 5-year estimates, 2010, 2011, 2012, 2013, 2014, and 2015.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Computed with range of years - 2010 to 2012.; Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235)",,,75.2,75.3
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2012,Female,All,77.7,"Columbus, OH",Life expectancy at birth,"Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census, American Community Survey, 5-year estimates, 2010, 2011, 2012, 2013, 2014, and 2015.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Computed with range of years - 2010 to 2012.; Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235)",,,77.6,77.7
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2012,Male,All,72.5,"Columbus, OH",Life expectancy at birth,"Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census, American Community Survey, 5-year estimates, 2010, 2011, 2012, 2013, 2014, and 2015.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Computed with range of years - 2010 to 2012.; Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235)",,,72.4,72.6
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2015,Male,All,71.6,"Columbus, OH",Life expectancy at birth,"Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census, American Community Survey, 5-year estimates, 2010, 2011, 2012, 2013, 2014, and 2015.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Computed with range of years - 2013 to 2015.; Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235)",,,71.6,71.7
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2015,Female,All,77.4,"Columbus, OH",Life expectancy at birth,"Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census, American Community Survey, 5-year estimates, 2010, 2011, 2012, 2013, 2014, and 2015.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Computed with range of years - 2013 to 2015.; Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235)",,,77.3,77.5
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2015,Both,White,74.6,"Columbus, OH",Life expectancy at birth,"Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census, American Community Survey, 5-year estimates, 2010, 2011, 2012, 2013, 2014, and 2015.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Computed with range of years - 2013 to 2015.; Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235)",,,74.5,74.6
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2015,Both,Other,,"Columbus, OH",Life expectancy at birth,"Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census, American Community Survey, 5-year estimates, 2010, 2011, 2012, 2013, 2014, and 2015.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed due to total count <20.; Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235).; Computed with range of years - 2013 to 2015.",,,,
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2015,Both,Hispanic,,"Columbus, OH",Life expectancy at birth,"Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census, American Community Survey, 5-year estimates, 2010, 2011, 2012, 2013, 2014, and 2015.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed due to total count <20.; Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235).; Computed with range of years - 2013 to 2015.",,,,
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2015,Both,Black,73.2,"Columbus, OH",Life expectancy at birth,"Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census, American Community Survey, 5-year estimates, 2010, 2011, 2012, 2013, 2014, and 2015.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Computed with range of years - 2013 to 2015.; Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235)",,,73.1,73.3
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2015,Both,Asian/PI,,"Columbus, OH",Life expectancy at birth,"Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census, American Community Survey, 5-year estimates, 2010, 2011, 2012, 2013, 2014, and 2015.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed due to total count <20.; Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235).; Computed with range of years - 2013 to 2015.",,,,
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2015,Both,All,74.5,"Columbus, OH",Life expectancy at birth,"Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census, American Community Survey, 5-year estimates, 2010, 2011, 2012, 2013, 2014, and 2015.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Computed with range of years - 2013 to 2015.; Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235)",,,74.5,74.6
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2012,Male,All,75.7,"Denver, CO",Life expectancy at birth,,,Computed with range of years - 2007 to 2012,,,,
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2012,Both,All,78.6,"Denver, CO",Life expectancy at birth,,,Computed with range of years - 2007 to 2012,,,,
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2012,Female,All,81.5,"Denver, CO",Life expectancy at birth,,,Computed with range of years - 2007 to 2012,,,,
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2011,Both,All,72,"Detroit, MI",Life expectancy at birth,"MDHHS, Department of Vital Records and Health Statistics",Life expectancy at birth; Life tables were calculated using the standard Chiang method. Computed with range of years 2009-2011,,,,72,73
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2011,Both,Black,72,"Detroit, MI",Life expectancy at birth,"MDHHS, Department of Vital Records and Health Statistics",Life expectancy at birth; Life tables were calculated using the standard Chiang method. Computed with range of years 2009-2011,,,,71,73
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2011,Both,White,75,"Detroit, MI",Life expectancy at birth,"MDHHS, Department of Vital Records and Health Statistics",Life expectancy at birth; Life tables were calculated using the standard Chiang method. Computed with range of years 2009-2011,,,,74,76
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2011,Female,All,76,"Detroit, MI",Life expectancy at birth,"MDHHS, Department of Vital Records and Health Statistics",Life expectancy at birth; Life tables were calculated using the standard Chiang method. Computed with range of years 2009-2011,,,,75,77
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2011,Male,All,68,"Detroit, MI",Life expectancy at birth,"MDHHS, Department of Vital Records and Health Statistics",Life expectancy at birth; Life tables were calculated using the standard Chiang method. Computed with range of years 2009-2011,,,,67,69
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2012,Both,All,73,"Detroit, MI",Life expectancy at birth,"MDHHS, Department of Vital Records and Health Statistics",Life expectancy at birth; Life tables were calculated using the standard Chiang method. Computed with range of years 2010-2012,,,,72,73
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2012,Both,Black,72,"Detroit, MI",Life expectancy at birth,"MDHHS, Department of Vital Records and Health Statistics",Life expectancy at birth; Life tables were calculated using the standard Chiang method. Computed with range of years 2010-2012,,,,71,73
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2012,Both,White,75,"Detroit, MI",Life expectancy at birth,"MDHHS, Department of Vital Records and Health Statistics",Life expectancy at birth; Life tables were calculated using the standard Chiang method. Computed with range of years 2010-2012,,,,74,76
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2012,Female,All,76,"Detroit, MI",Life expectancy at birth,"MDHHS, Department of Vital Records and Health Statistics",Life expectancy at birth; Life tables were calculated using the standard Chiang method. Computed with range of years 2010-2012,,,,76,77
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2012,Male,All,69,"Detroit, MI",Life expectancy at birth,"MDHHS, Department of Vital Records and Health Statistics",Life expectancy at birth; Life tables were calculated using the standard Chiang method. Computed with range of years 2010-2012,,,,68,69
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2013,Both,All,73,"Detroit, MI",Life expectancy at birth,"MDHHS, Department of Vital Records and Health Statistics",Life expectancy at birth; Life tables were calculated using the standard Chiang method. Computed with range of years 2011-2013,,,,72,73
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2013,Both,Black,72,"Detroit, MI",Life expectancy at birth,"MDHHS, Department of Vital Records and Health Statistics",Life expectancy at birth; Life tables were calculated using the standard Chiang method. Computed with range of years 2011-2013,,,,72,73
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2013,Both,White,76,"Detroit, MI",Life expectancy at birth,"MDHHS, Department of Vital Records and Health Statistics",Life expectancy at birth; Life tables were calculated using the standard Chiang method. Computed with range of years 2011-2013,,,,75,77
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2013,Female,All,77,"Detroit, MI",Life expectancy at birth,"MDHHS, Department of Vital Records and Health Statistics",Life expectancy at birth; Life tables were calculated using the standard Chiang method. Computed with range of years 2011-2013,,,,76,77
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2013,Male,All,69,"Detroit, MI",Life expectancy at birth,"MDHHS, Department of Vital Records and Health Statistics",Life expectancy at birth; Life tables were calculated using the standard Chiang method. Computed with range of years 2011-2013,,,,68,69
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2014,Male,All,69,"Detroit, MI",Life expectancy at birth,"MDHHS, Department of Vital Records and Health Statistics",Life expectancy at birth; Life tables were calculated using the standard Chiang method. Computed with range of years 2012-2014,,,,68,69
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2014,Female,All,77,"Detroit, MI",Life expectancy at birth,"MDHHS, Department of Vital Records and Health Statistics",Life expectancy at birth; Life tables were calculated using the standard Chiang method. Computed with range of years 2012-2014,,,,76,77
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2014,Both,White,77,"Detroit, MI",Life expectancy at birth,"MDHHS, Department of Vital Records and Health Statistics",Life expectancy at birth; Life tables were calculated using the standard Chiang method. Computed with range of years 2012-2014,,,,76,77
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2014,Both,Black,72,"Detroit, MI",Life expectancy at birth,"MDHHS, Department of Vital Records and Health Statistics",Life expectancy at birth; Life tables were calculated using the standard Chiang method. Computed with range of years 2012-2014,,,,72,73
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2014,Both,All,73,"Detroit, MI",Life expectancy at birth,"MDHHS, Department of Vital Records and Health Statistics",Life expectancy at birth; Life tables were calculated using the standard Chiang method. Computed with range of years 2012-2014,,,,72,73
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2010,Both,All,78.3,"Fort Worth (Tarrant County), TX",Life expectancy at birth,"Institute for Health Metrics and Evaluation, University of Washington",,,,,78.1,78.4
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2010,Female,All,80.4,"Fort Worth (Tarrant County), TX",Life expectancy at birth,"Institute for Health Metrics and Evaluation, University of Washington",,,,,80.1,80.6
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2010,Male,All,76,"Fort Worth (Tarrant County), TX",Life expectancy at birth,"Institute for Health Metrics and Evaluation, University of Washington",,,,,75.7,76.3
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2011,Both,All,78.6,"Fort Worth (Tarrant County), TX",Life expectancy at birth,"Institute for Health Metrics and Evaluation, University of Washington",,,,,78.4,78.8
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2011,Female,All,80.7,"Fort Worth (Tarrant County), TX",Life expectancy at birth,"Institute for Health Metrics and Evaluation, University of Washington",,,,,80.4,80.9
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2011,Male,All,76.4,"Fort Worth (Tarrant County), TX",Life expectancy at birth,"Institute for Health Metrics and Evaluation, University of Washington",,,,,76.1,76.6
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2012,Both,All,78.6,"Fort Worth (Tarrant County), TX",Life expectancy at birth,"Institute for Health Metrics and Evaluation, University of Washington",,,,,78.4,78.8
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2012,Female,All,80.6,"Fort Worth (Tarrant County), TX",Life expectancy at birth,"Institute for Health Metrics and Evaluation, University of Washington",,,,,80.4,80.9
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2012,Male,All,76.4,"Fort Worth (Tarrant County), TX",Life expectancy at birth,"Institute for Health Metrics and Evaluation, University of Washington",,,,,76.2,76.7
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2013,Both,All,78.8,"Fort Worth (Tarrant County), TX",Life expectancy at birth,"Institute for Health Metrics and Evaluation, University of Washington",,,,,78.6,78.9
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2013,Female,All,80.6,"Fort Worth (Tarrant County), TX",Life expectancy at birth,"Institute for Health Metrics and Evaluation, University of Washington",,,,,80.4,80.9
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2013,Male,All,76.7,"Fort Worth (Tarrant County), TX",Life expectancy at birth,"Institute for Health Metrics and Evaluation, University of Washington",,,,,76.5,77
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2014,Male,All,76.5,"Fort Worth (Tarrant County), TX",Life expectancy at birth,"Institute for Health Metrics and Evaluation, University of Washington",,,,,76.3,76.8
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2014,Female,All,80.7,"Fort Worth (Tarrant County), TX",Life expectancy at birth,"Institute for Health Metrics and Evaluation, University of Washington",,,,,80.5,80.9
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2014,Both,All,78.7,"Fort Worth (Tarrant County), TX",Life expectancy at birth,"Institute for Health Metrics and Evaluation, University of Washington",,,,,78.5,78.9
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2012,Both,All,77.7,"Indianapolis (Marion County), IN",Life expectancy at birth,MCPHD Death Certificate data,,,,,77.4,78
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2012,Both,Black,74.9,"Indianapolis (Marion County), IN",Life expectancy at birth,MCPHD Death Certificate data,,,,,74.3,75.6
Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),2012,Both,Hispanic,90.5,"Indianapolis (Marion County), IN",Life expectancy at birth,MCPHD Death Certificate data,,,,,87.7,93.3
