Indicator Category,Indicator,Year,Sex,Race,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,White,859.8,"Baltimore, MD","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.","Baltimore City Annual HIV Epidemiological profiles 2010, 2011, 2012",,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Hispanic,1232.3,"Baltimore, MD","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.","Baltimore City Annual HIV Epidemiological profiles 2010, 2011, 2012",,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Male,All,662.2,"Houston, TX","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.",,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Female,All,232.7,"Houston, TX","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.",,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Hispanic,481.5,"Chicago, Il","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.",,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Male,All,510.8,"U.S. Total, U.S. Total","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.","HIV Surveillance Report Vol 24, 2012. 14a. Persons living with diagnosed HIV infection, by year and selected characteristics, 2008-2011 - United States",,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Female,All,161.2,"U.S. Total, U.S. Total","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.","HIV Surveillance Report Vol 24, 2012. 14a. Persons living with diagnosed HIV infection, by year and selected characteristics, 2008-2011 - United States",,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,White,140.9,"U.S. Total, U.S. Total","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.","HIV Surveillance Report Vol 26, 2014. 18a. Persons living with diagnosed HIV infection, by year and selected characteristics, 2010-2013 - United States",,May include those of Hispanic origin,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Other,443.3,"U.S. Total, U.S. Total","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.","HIV Surveillance Report Vol 24, 2012. 14a. Persons living with diagnosed HIV infection, by year and selected characteristics, 2008-2011 - United States",,Multiple races,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Hispanic,327.1,"U.S. Total, U.S. Total","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.","HIV Surveillance Report Vol 24, 2012. 14a. Persons living with diagnosed HIV infection, by year and selected characteristics, 2008-2011 - United States",,"Hispanic of any race, not Hispanic as race",,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Black,966.5,"U.S. Total, U.S. Total","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.","HIV Surveillance Report Vol 24, 2012. 14a. Persons living with diagnosed HIV infection, by year and selected characteristics, 2008-2011 - United States",,May include those of Hispanic origin,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Asian/PI,64.8,"U.S. Total, U.S. Total","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.","HIV Surveillance Report Vol 24, 2012. 14a. Persons living with diagnosed HIV infection, by year and selected characteristics, 2008-2011 - United States",,"Just Asian, not Pacific Islander",,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,American Indian/Alaska Native,118.2,"U.S. Total, U.S. Total","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.","HIV Surveillance Report Vol 24, 2012. 14a. Persons living with diagnosed HIV infection, by year and selected characteristics, 2008-2011 - United States",,American Indian alone; May include those of Hispanic origin,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,All,276.7,"U.S. Total, U.S. Total","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.","HIV Surveillance Report Vol 26, 2014. 18a. Persons living with diagnosed HIV infection, by year and selected characteristics, 2010-2013 - United States",,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Female,All,142.6,"Los Angeles, CA","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.",eHARS,The selection of LA City residents is based on address at the time of diagnosis or at last report by each select year.,,,,137.4,147.8
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,White,814.3,"Los Angeles, CA","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.",eHARS,The selection of LA City residents is based on address at the time of diagnosis or at last report by each select year.,,,,798.3,830.4
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Male,All,76,"Philadelphia, PA","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.",AACO team,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Female,All,25.1,"Philadelphia, PA","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.",AACO team,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,White,19.2,"Philadelphia, PA","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.",AACO team,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Multiracial,32.2,"Philadelphia, PA","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.",AACO team,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Hispanic,68.8,"Philadelphia, PA","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.",AACO team,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,White,299.7,"Houston, TX","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.",,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Other,852.1,"Houston, TX","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.",,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Hispanic,289.5,"Houston, TX","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.",,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Black,1413.8,"Houston, TX","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.",,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Asian/PI,65.1,"Houston, TX","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.",,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,All,495.6,"Houston, TX","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.",,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Asian/PI,173.7,"Seattle, WA","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.","National HIV Surveillance system, including WA State DOH designation for prevalent cases",,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Black,3449,"Baltimore, MD","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.","Baltimore City Annual HIV Epidemiological profiles 2010, 2011, 2012",,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Black,76.5,"Philadelphia, PA","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.",AACO team,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Asian/PI,9.4,"Philadelphia, PA","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.",AACO team,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,All,49.1,"Philadelphia, PA","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.",AACO team,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Black,937.8,"Las Vegas (Clark County), NV","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.",,,,,,894.8,980.8
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Hispanic,552.2,"Los Angeles, CA","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.",eHARS,The selection of LA City residents is based on address at the time of diagnosis or at last report by each select year.,,,,541.9,562.5
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Black,1437.3,"Los Angeles, CA","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.",eHARS,The selection of LA City residents is based on address at the time of diagnosis or at last report by each select year.,,,,1400.8,1473.9
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,All,207.1,"Fort Worth (Tarrant County), TX","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.","Texas HIV Surviellance Report, 2010, Texas Department of State Health Services, HIV/STD Program",,,,,200.4,213.7
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Black,1680.2,"Seattle, WA","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.","National HIV Surveillance system, including WA State DOH designation for prevalent cases",,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Hispanic,1303.8,"Seattle, WA","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.","National HIV Surveillance system, including WA State DOH designation for prevalent cases",,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Asian/PI,174.5,"Baltimore, MD","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.","Baltimore City Annual HIV Epidemiological profiles 2010, 2011, 2012",,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,All,2495.7,"Baltimore, MD","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.","Baltimore City Annual HIV Epidemiological profiles 2010, 2011, 2012",,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Asian/PI,138.2,"Chicago, Il","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.",,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,All,778.8,"Chicago, Il","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.",,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,White,618.3,"Chicago, Il","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.",,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Asian/PI,151.3,"Los Angeles, CA","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.",eHARS,The selection of LA City residents is based on address at the time of diagnosis or at last report by each select year.,,,,140.1,162.5
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Hispanic,562.7,"Miami (Miami-Dade County), FL","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.",eHARS V4.8,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,White,742.9,"Miami (Miami-Dade County), FL","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.",eHARS V4.8,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Female,All,516.7,"Miami (Miami-Dade County), FL","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.",eHARS V4.8,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,All,696,"Los Angeles, CA","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.",eHARS,The selection of LA City residents is based on address at the time of diagnosis or at last report by each select year.,,,,687.9,704.1
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Black,686.8,"Phoenix, AZ","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.",Arizona Department of Health Services (ADHS) annual reports,,Maricopa County level data,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,All,877.3,"Denver, CO","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.",,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Asian/PI,205.7,"Denver, CO","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.",,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Black,1363.3,"Denver, CO","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.",,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Hispanic,511.6,"Denver, CO","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.",,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Other,569.9,"Denver, CO","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.",,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,White,1070.6,"Denver, CO","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.",,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Female,All,140,"Denver, CO","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.",,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Male,All,1614.5,"Denver, CO","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.",,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Male,All,1343.8,"Miami (Miami-Dade County), FL","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.",eHARS V4.8,,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Asian/PI,109.8,"Las Vegas (Clark County), NV","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.",,,,,,94.4,125.2
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,All,362.4,"Las Vegas (Clark County), NV","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.",,,,,,354,370.9
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,All,263.3,"San Antonio, TX","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.","Texas DSHS, Texas Health Data Center for Health Statistics ",,Bexar County level data,,,255.7,271
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Female,All,1729.1,"Baltimore, MD","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 population using 2010 US Census figures.","Baltimore City Annual HIV Epidemiological profiles 2010, 2011, 2012",,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Black,551.2,"San Antonio, TX","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.","Texas DSHS, Texas Health Data Center for Health Statistics ",,Bexar County level data,,,509.9,592.5
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Hispanic,263.8,"San Antonio, TX","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.","Texas DSHS, Texas Health Data Center for Health Statistics ",,Bexar County level data,,,253.8,273.8
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Other,74.1,"San Antonio, TX","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.","Texas DSHS, Texas Health Data Center for Health Statistics ",,Bexar County level data,,,50.6,97.7
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,Other,1432.1,"Seattle, WA","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.","National HIV Surveillance system, including WA State DOH designation for prevalent cases",,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,White,822.8,"Seattle, WA","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.","National HIV Surveillance system, including WA State DOH designation for prevalent cases",,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Female,All,137.8,"Seattle, WA","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.","National HIV Surveillance system, including WA State DOH designation for prevalent cases",,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Male,All,1559.6,"Seattle, WA","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.","National HIV Surveillance system, including WA State DOH designation for prevalent cases",,,,,,
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2010,Both,All,849.5,"Seattle, WA","Rate of persons living with HIV/AIDS at the end of a given year; crude rate per 100,000 pop using 2010 US Census figures.","National HIV Surveillance system, including WA State DOH designation for prevalent cases",,,,,,
