Indicator Category,Indicator,Year,Sex,Race,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,4.7,"Las Vegas (Clark County), NV","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",Nevada Vital Records - Clark County Deaths,,,,,3.3,6.1
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Other,2.9,"Las Vegas (Clark County), NV","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",Nevada Vital Records - Clark County Deaths,,,,,0,6.8
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,9.2,"Las Vegas (Clark County), NV","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",Nevada Vital Records - Clark County Deaths,,,,,6.6,11.8
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,16.8,"Las Vegas (Clark County), NV","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",Nevada Vital Records - Clark County Deaths,,,,,11.2,22.3
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,2.1,"Las Vegas (Clark County), NV","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",Nevada Vital Records - Clark County Deaths,,,,,0,4.2
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,6.9,"Las Vegas (Clark County), NV","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",Nevada Vital Records - Clark County Deaths,,,,,5.7,8.1
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,6.6,"Washington, DC","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",,,,,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,33.4,"Washington, DC","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",,,,,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,17.1,"Washington, DC","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",,,,,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,9.4,"Boston, MA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016)",,,,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,4.1,"Seattle, WA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,,,,2.2,7.5
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,12,"Columbus, OH","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1","Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census 2010 Decenial Census.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235).",,,9.5,14.9
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,28.2,"Columbus, OH","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1","Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census 2010 Decenial Census.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235).",,,21.3,36.6
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,,"Columbus, OH","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1","Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census 2010 Decenial Census.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed due to total count <20.; Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235).",,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Other,,"Columbus, OH","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1","Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census 2010 Decenial Census.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed due to total count <20.; Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235).",,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,5.4,"Columbus, OH","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1","Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census 2010 Decenial Census.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235).",,,3.4,8.3
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,2.7,"Seattle, WA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,,,,1.1,6
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,,"Columbus, OH","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1","Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census 2010 Decenial Census.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed due to total count <20.; Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235).",,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,20.9,"Columbus, OH","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1","Mortality data from Ohio Department of Health, Office of Vital Statistics.  Population files from US Census 2010 Decenial Census.  Analyzed by Columbus Public Health, Office of Epidemiology",,"Columbus defined based on resident zipcode within (43201,43202,43203,43204,43205,43206,43207,43209,43211,43214,43215,43219,43222,43223,43224,43227,43228,43229,43231,43232,43235).",,,16.3,26.3
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,,"Boston, MA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016)",,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator. Suppressed due to total count <5",,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,32.9,"Boston, MA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016)",,,,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,,"Boston, MA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016)",,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed due to total count <20.",,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Other,,"Boston, MA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016)",,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator. Suppressed due to total count <5",,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,,"Boston, MA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016)",,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator. Suppressed due to total count <5",,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,,"Boston, MA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016)",,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed due to total count <20.",,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,,"Boston, MA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1","Boston resident deaths, Massachusetts Department of Public Health (data as of December 2016)",,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed due to total count <20.",,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,1.3,"Seattle, WA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,,,,0.5,3.7
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,14.2,"Seattle, WA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,,,,5.7,31.6
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,8.1,"Seattle, WA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,Does not include Pacific Islanders as we report data separately for this group ,,,3,19.7
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,3.4,"Seattle, WA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2016, October 2017.",,,,,2.1,5.5
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,1.7,"San Francisco, CA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",,,"Value is reported for a multi-year period, 2010-2012",,,1.1,2.6
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,2.7,"San Francisco, CA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",,,"Value is reported for a multi-year period, 2010-2012",,,1.8,3.9
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,4.6,"San Francisco, CA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",,,"Value is reported for a multi-year period, 2010-2012",,,2.7,7.5
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,46,"San Francisco, CA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",,,"Value is reported for a multi-year period, 2010-2012",,,35.9,58.3
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,3.2,"San Francisco, CA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",,,"Value is reported for a multi-year period, 2010-2012",,,2.1,4.6
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,6.1,"San Francisco, CA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",,,"Value is reported for a multi-year period, 2010-2012",,,5.1,7.2
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,10.4,"San Francisco, CA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",,,"Value is reported for a multi-year period, 2010-2012",,,8.6,12.4
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,3.3,"San Diego County, CA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1","California Department of Public Health, Center for Health Statistics, Office of Health Information and Research, Death Statistical Master Files; SANDAG January 1 population estimates (2001-2013 estimate released January 2014)",Data includes 2010-2012. Population used for  rate is from SANDAG (not ACS). Adjusted rates are adjusted to 2000 U.S. Standard Population.Includes ICD 10 codes U01-U02 as well.,,,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,1.5,"San Diego County, CA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1","California Department of Public Health, Center for Health Statistics, Office of Health Information and Research, Death Statistical Master Files; SANDAG January 1 population estimates (2001-2013 estimate released January 2014)",Data includes 2010-2012. Population used for  rate is from SANDAG (not ACS). Adjusted rates are adjusted to 2000 U.S. Standard Population.Includes ICD 10 codes U01-U02 as well.,,,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,2.5,"San Diego County, CA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1","California Department of Public Health, Center for Health Statistics, Office of Health Information and Research, Death Statistical Master Files; SANDAG January 1 population estimates (2001-2013 estimate released January 2014)",Data includes 2010-2012. Population used for  rate is from SANDAG (not ACS). Adjusted rates are adjusted to 2000 U.S. Standard Population.Includes ICD 10 codes U01-U02 as well.,,,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,2.2,"San Diego County, CA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1","California Department of Public Health, Center for Health Statistics, Office of Health Information and Research, Death Statistical Master Files; SANDAG January 1 population estimates (2001-2013 estimate released January 2014)",Data includes 2010-2012. Population used for  rate is from SANDAG (not ACS). Adjusted rates are adjusted to 2000 U.S. Standard Population.Includes ICD 10 codes U01-U02 as well.,,,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,5.8,"Denver, CO","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,25.6,"Denver, CO","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,6.6,"Denver, CO","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,2.1,"Denver, CO","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,1.3,"Denver, CO","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,10.1,"Denver, CO","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",Mortality data from the Colorado Department of Public Health and Environment,,,,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,9.5,"San Antonio, TX","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",CDC Wonder,,Bexar County level data,,,7.6,11.8
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,3.5,"San Antonio, TX","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",CDC Wonder,,Bexar County level data,,,2.1,5.4
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Other,,"San Antonio, TX","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",CDC Wonder,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.; Bexar County level data",,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,6.3,"San Antonio, TX","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",CDC Wonder,,Bexar County level data,,,4.8,8
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,,"San Antonio, TX","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",CDC Wonder,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.; Bexar County level data",,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,,"San Antonio, TX","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",CDC Wonder,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.; Bexar County level data",,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,6.1,"San Antonio, TX","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",CDC Wonder,,Bexar County level data,,,5,7.3
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,34.7,"Philadelphia, PA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",PA Eddie-->Vital Statistics,,,,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,4.5,"Philadelphia, PA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",PA Eddie-->Vital Statistics,,,,,,
Injury/Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,3.2,"Philadelphia, PA","Homicide deaths per 100,000 population using 2010 US Census figures, age adjusted to the year 2000 standard population. ICD-10 Codes: X85-Y09, Y87.1",PA Eddie-->Vital Statistics,,,,,,
